Distance L-deH,Bulk Modulus L-deH,Distance LH,Bulk Modulus LH,Distance L-deM,Bulk Modulus L-deM,Distance LM,Bulk Modulus LM,Distance de-LMH,Bulk Modulus de-LMH,Distance LMH,Bulk Modulus LMH
394.92,34137,467.73,38829,442.72,50912,412.1,47008,505.92,23011,544.4,43668
394.07,34631,465.97,39417,441.79,51720,411.46,47673,505.14,23199,543.48,44221
393.22,35132,464.23,40019,440.87,52536,410.81,48349,504.35,23390,542.56,44778
392.37,35640,462.48,40636,439.94,53359,410.16,49036,503.57,23582,541.63,45337
391.52,36155,460.75,41269,439.02,54189,409.52,49735,502.78,23776,540.71,45899
390.67,36676,459.02,41917,438.1,55027,408.87,50444,501.99,23971,539.79,46464
389.83,37203,457.3,42582,437.19,55872,408.23,51164,501.19,24169,538.86,47031
388.99,37738,455.58,43264,436.28,56724,407.59,51896,500.4,24369,537.94,47601
388.15,38279,453.88,43964,435.37,57583,406.95,52640,499.6,24570,537.02,48174
387.31,38827,452.18,44682,434.46,58449,406.31,53396,498.8,24773,536.09,48748
386.47,39382,450.48,45418,433.55,59321,405.67,54163,498,24979,535.17,49325
385.64,39943,448.8,46175,432.64,60200,405.04,54943,497.2,25186,534.25,49904
384.81,40512,447.12,46951,431.74,61085,404.4,55736,496.4,25395,533.32,50486
383.98,41088,445.45,47748,430.84,61976,403.77,56541,495.59,25606,532.4,51069
383.15,41671,443.79,48567,429.94,62873,403.13,57360,494.79,25820,531.47,51654
382.33,42261,442.14,49409,429.04,63776,402.5,58191,493.98,26035,530.54,52241
381.5,42858,440.5,50273,428.14,64685,401.87,59036,493.17,26252,529.62,52830
380.68,43463,438.87,51162,427.24,65599,401.25,59895,492.36,26472,528.69,53421
379.86,44075,437.24,52077,426.35,66519,400.62,60768,491.55,26693,527.76,54013
379.04,44694,435.63,53017,425.45,67443,399.99,61655,490.73,26916,526.83,54606
378.23,45321,434.02,53984,424.56,68373,399.37,62557,489.92,27142,525.89,55201
377.41,45956,432.43,54979,423.67,69307,398.75,63473,489.1,27370,524.96,55798
376.6,46598,430.85,56004,422.78,70246,398.12,64405,488.28,27600,524.03,56395
375.79,47248,429.27,57059,421.88,71189,397.5,65351,487.46,27832,523.09,56994
374.98,47905,427.71,58141,420.99,72136,396.89,66314,486.63,28066,522.15,57594
374.18,48570,426.16,59247,420.1,73088,396.27,67292,485.81,28303,521.22,58194
373.37,49243,424.62,60376,419.21,74043,395.65,68287,484.98,28541,520.28,58796
372.57,49924,423.09,61529,418.32,75002,395.04,69298,484.16,28782,519.33,59399
371.76,50613,421.57,62708,417.43,75964,394.43,70326,483.33,29026,518.39,60002
370.96,51310,420.06,63912,416.54,76929,393.82,71371,482.5,29271,517.44,60606
370.16,52015,418.56,65142,415.65,77897,393.21,72433,481.67,29519,516.5,61210
369.37,52728,417.08,66399,414.76,78868,392.6,73514,480.83,29770,515.55,61815
368.57,53449,415.6,67684,413.87,79841,391.99,74612,480,30022,514.59,62420
367.78,54178,414.13,68997,412.98,80816,391.39,75729,479.16,30277,513.64,63026
366.98,54916,412.67,70339,412.08,81794,390.78,76865,478.32,30535,512.68,63631
366.19,55662,411.23,71711,411.19,82774,390.18,78020,477.49,30794,511.72,64237
365.4,56417,409.79,73113,410.3,83755,389.58,79195,476.64,31057,510.76,64843
364.61,57180,408.37,74547,409.4,84737,388.98,80390,475.8,31322,509.8,65449
363.82,57951,406.95,76013,408.51,85721,388.38,81605,474.96,31589,508.83,66055
363.04,58731,405.55,77511,407.61,86705,387.79,82841,474.11,31859,507.86,66661
362.25,59519,404.16,79044,406.72,87691,387.2,84098,473.27,32131,506.89,67266
361.47,60317,402.77,80611,405.82,88677,386.6,85377,472.42,32406,505.92,67871
360.69,61122,401.4,82214,404.92,89665,386.01,86678,471.57,32683,504.94,68476
359.91,61937,400.04,83853,404.02,90665,385.42,88001,470.72,32964,503.96,69080
359.13,62760,398.68,85529,403.11,91679,384.84,89347,469.87,33246,502.97,69684
358.35,63593,397.34,87245,402.21,92710,384.25,90716,469.01,33532,501.98,70287
357.57,64434,396.01,88999,401.3,93756,383.67,92110,468.16,33820,500.99,70889
356.79,65284,394.69,90795,400.4,94818,383.09,93527,467.3,34111,500,71491
356.02,66143,393.38,92631,399.49,95896,382.51,94970,466.45,34404,499,72092
355.24,67011,392.08,94511,398.58,96991,381.93,96437,465.59,34701,498,72692
354.47,67888,390.78,96435,397.67,98103,381.35,97931,464.73,35000,497,73291
353.7,68775,389.5,98404,396.76,99231,380.77,99451,463.87,35302,495.99,73889
352.93,69670,388.23,1.0042e+05,395.85,1.0038e+05,380.2,1.01e+05,463,35607,494.98,74486
352.16,70575,386.97,1.0248e+05,394.94,1.0154e+05,379.63,1.0257e+05,462.14,35915,493.96,75082
351.39,71489,385.72,1.0459e+05,394.03,1.0272e+05,379.06,1.0417e+05,461.27,36226,492.94,75677
350.62,72412,384.48,1.0676e+05,393.11,1.0392e+05,378.49,1.058e+05,460.41,36541,491.92,76270
349.85,73345,383.25,1.0897e+05,392.2,1.0514e+05,377.93,1.0746e+05,459.54,36858,490.89,76862
349.08,74287,382.03,1.1124e+05,391.28,1.0638e+05,377.36,1.0915e+05,458.67,37179,489.85,77453
348.32,75238,380.82,1.1356e+05,390.37,1.0763e+05,376.8,1.1087e+05,457.8,37504,488.82,78042
347.55,76199,379.62,1.1594e+05,389.45,1.0891e+05,376.24,1.1263e+05,456.93,37832,487.78,78630
346.79,77169,378.43,1.1837e+05,388.53,1.102e+05,375.68,1.1441e+05,456.05,38163,486.73,79217
346.02,78149,377.25,1.2087e+05,387.61,1.1152e+05,375.12,1.1622e+05,455.18,38498,485.68,79802
345.26,79139,376.07,1.2343e+05,386.7,1.1286e+05,374.57,1.1807e+05,454.31,38836,484.63,80385
344.5,80138,374.91,1.2605e+05,385.78,1.1421e+05,374.02,1.1995e+05,453.43,39177,483.57,80966
343.74,81146,373.76,1.2873e+05,384.86,1.1559e+05,373.46,1.2187e+05,452.55,39523,482.5,81546
342.98,82165,372.62,1.3148e+05,383.94,1.1699e+05,372.92,1.2382e+05,451.67,39872,481.43,82124
342.22,83193,371.49,1.343e+05,383.02,1.1841e+05,372.37,1.2581e+05,450.79,40224,480.36,82701
341.46,84231,370.37,1.3719e+05,382.1,1.1986e+05,371.82,1.2783e+05,449.91,40580,479.28,83281
340.7,85282,369.26,1.4016e+05,381.18,1.2133e+05,371.28,1.2989e+05,449.03,40940,478.2,83875
339.94,86345,368.15,1.432e+05,380.26,1.2282e+05,370.74,1.3198e+05,448.15,41304,477.11,84483
339.18,87421,367.06,1.4631e+05,379.34,1.2433e+05,370.2,1.3411e+05,447.27,41671,476.01,85105
338.42,88510,365.98,1.4951e+05,378.42,1.2587e+05,369.66,1.3627e+05,446.38,42042,474.92,85742
337.67,89611,364.91,1.5278e+05,377.5,1.2743e+05,369.13,1.3847e+05,445.5,42417,473.82,86394
336.91,90726,363.84,1.5614e+05,376.58,1.2902e+05,368.59,1.407e+05,444.61,42796,472.71,87061
336.15,91854,362.79,1.5959e+05,375.66,1.3063e+05,368.06,1.4298e+05,443.72,43179,471.6,87743
335.4,92995,361.75,1.6313e+05,374.74,1.3227e+05,367.53,1.4529e+05,442.83,43566,470.48,88440
334.64,94150,360.71,1.6676e+05,373.82,1.3394e+05,367,1.4764e+05,441.94,43957,469.37,89153
333.89,95318,359.69,1.7049e+05,372.9,1.3563e+05,366.48,1.5003e+05,441.05,44352,468.24,89881
333.14,96500,358.67,1.7431e+05,371.98,1.3735e+05,365.95,1.5246e+05,440.16,44752,467.12,90625
332.38,97696,357.67,1.7824e+05,371.06,1.391e+05,365.43,1.5493e+05,439.27,45155,465.99,91385
331.63,98906,356.67,1.8227e+05,370.14,1.4088e+05,364.91,1.5745e+05,438.38,45563,464.86,92162
330.88,1.0013e+05,355.68,1.8641e+05,369.22,1.4268e+05,364.39,1.6001e+05,437.48,45975,463.72,92955
330.13,1.0137e+05,354.71,1.9066e+05,368.31,1.4452e+05,363.88,1.6261e+05,436.59,46391,462.58,93764
329.38,1.0262e+05,353.74,1.9502e+05,367.39,1.4638e+05,363.36,1.6525e+05,435.69,46812,461.44,94591
328.63,1.0389e+05,352.78,1.995e+05,366.47,1.4828e+05,362.85,1.6794e+05,434.8,47237,460.3,95435
327.88,1.0517e+05,351.83,2.0411e+05,365.55,1.502e+05,362.34,1.7068e+05,433.9,47666,459.15,96296
327.13,1.0647e+05,350.9,2.0884e+05,364.64,1.5216e+05,361.83,1.7346e+05,433,48101,458,97175
326.38,1.0778e+05,349.97,2.1371e+05,363.72,1.5416e+05,361.32,1.7629e+05,432.1,48539,456.85,98072
325.63,1.0911e+05,349.05,2.187e+05,362.81,1.5618e+05,360.82,1.7916e+05,431.2,48982,455.69,98987
324.88,1.1046e+05,348.13,2.2384e+05,361.9,1.5824e+05,360.32,1.8209e+05,430.3,49430,454.54,99921
324.14,1.1182e+05,347.23,2.2912e+05,360.98,1.6033e+05,359.81,1.8507e+05,429.4,49883,453.38,1.0087e+05
323.39,1.1319e+05,346.34,2.3456e+05,360.07,1.6246e+05,359.32,1.881e+05,428.5,50340,452.22,1.0185e+05
322.64,1.1458e+05,345.46,2.4014e+05,359.16,1.6463e+05,358.82,1.9118e+05,427.6,50803,451.06,1.0284e+05
321.9,1.1599e+05,344.58,2.4589e+05,358.25,1.6683e+05,358.32,1.9431e+05,426.7,51270,449.89,1.0385e+05
321.15,1.1741e+05,343.72,2.518e+05,357.34,1.6907e+05,357.83,1.9749e+05,425.79,51742,448.73,1.0488e+05
320.41,1.1885e+05,342.86,2.5788e+05,356.43,1.7134e+05,357.34,2.0073e+05,424.89,52219,447.56,1.0594e+05
319.67,1.2031e+05,342.02,2.6413e+05,355.52,1.7366e+05,356.85,2.0403e+05,423.99,52701,446.39,1.0701e+05
318.92,1.2179e+05,341.18,2.7057e+05,354.62,1.7601e+05,356.36,2.0738e+05,423.08,53188,445.22,1.0811e+05
318.18,1.2328e+05,340.35,2.772e+05,353.71,1.7841e+05,355.87,2.108e+05,422.18,53681,444.05,1.0922e+05
317.44,1.2478e+05,339.54,2.8403e+05,352.81,1.8085e+05,355.39,2.1427e+05,421.27,54179,442.88,1.1037e+05
316.69,1.2631e+05,338.73,2.9106e+05,351.91,1.8333e+05,354.91,2.178e+05,420.36,54682,441.7,1.1153e+05
315.95,1.2785e+05,337.93,2.983e+05,351.01,1.8585e+05,354.43,2.2139e+05,419.45,55190,440.53,1.1272e+05
315.21,1.2942e+05,337.14,3.0576e+05,350.11,1.8842e+05,353.95,2.2504e+05,418.55,55704,439.36,1.1393e+05
314.47,1.3099e+05,336.35,3.1344e+05,349.21,1.9103e+05,353.47,2.2875e+05,417.64,56223,438.18,1.1516e+05
313.73,1.3259e+05,335.58,3.2136e+05,348.31,1.9369e+05,353,2.3253e+05,416.73,56747,437.01,1.1642e+05
312.99,1.3421e+05,334.82,3.2952e+05,347.41,1.9639e+05,352.52,2.3638e+05,415.82,57278,435.83,1.1771e+05
312.25,1.3584e+05,334.06,3.3794e+05,346.52,1.9914e+05,352.05,2.4029e+05,414.91,57814,434.66,1.1902e+05
311.51,1.3749e+05,333.32,3.4662e+05,345.63,2.0195e+05,351.58,2.4427e+05,414,58355,433.48,1.2036e+05
310.77,1.3917e+05,332.58,3.5557e+05,344.74,2.048e+05,351.11,2.4832e+05,413.09,58903,432.31,1.2172e+05
310.04,1.4086e+05,331.85,3.648e+05,343.85,2.077e+05,350.65,2.5244e+05,412.18,59456,431.13,1.2311e+05
309.3,1.4257e+05,331.13,3.7433e+05,342.96,2.1066e+05,350.18,2.5663e+05,411.27,60016,429.96,1.2454e+05
308.56,1.443e+05,330.42,3.8416e+05,342.07,2.1366e+05,349.72,2.609e+05,410.36,60581,428.79,1.2599e+05
307.83,1.4605e+05,329.72,3.9431e+05,341.19,2.1673e+05,349.26,2.6524e+05,409.45,61152,427.61,1.2747e+05
307.09,1.4782e+05,329.03,4.0475e+05,340.31,2.1985e+05,348.8,2.6965e+05,408.53,61730,426.44,1.2898e+05
306.35,1.4961e+05,328.34,4.1545e+05,339.43,2.2302e+05,348.35,2.7415e+05,407.62,62313,425.27,1.3052e+05
